Record Date,Parent ID,Classification ID,Classification Description,October Receipts and Outlays Amount,November Receipts and Outlays Amount,December Receipts and Outlays Amount,January Receipts and Outlays Amount,February Receipts and Outlays Amount,March Receipts and Outlays Amount,April Receipts and Outlays Amount,May Receipts and Outlays Amount,June Receipts and Outlays Amount,July Receipts and Outlays Amount,August Receipts and Outlays Amount,September Receipts and Outlays Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-08-31,52525158,52525188,Department of Homeland Security,8276152454.12,6648942409.65,8392392308.44,6955241770.45,6315178892.38,8294728795.74,6596336241.31,8005823304.33,8529953700.40,6093832459.20,6901356978.35,null,81009939314.37,73585860426.18,7,47,47,600,D,C,2,2.9,2023,4,2023,3,08,31
2023-08-31,52525158,52525189,Department of Housing and Urban Development,4901552029.80,4661752652.57,5353799848.55,3919344942.53,4980659146.53,5356087807.40,5718747746.37,207541918.81,5104106227.34,4360669328.53,5790954173.50,null,50355215821.93,27024220283.42,7,48,48,670,D,C,2,2.10,2023,4,2023,3,08,31
2023-08-31,52525158,52525190,Department of the Interior,1278784803.65,1225641221.09,1155717433.22,1178279983.03,1235052358.14,1165342299.77,638926253.77,1363499889.35,1821793389.82,1542311637.24,1406342264.59,null,14011691533.67,12414253248.56,7,49,49,680,D,C,2,2.11,2023,4,2023,3,08,31
2023-08-31,52525158,52525191,Department of Justice,3674298505.85,3637478015.66,3137233195.62,3290380426.99,3295166040.67,3440278452.43,5763465113.35,4445490656.88,3255496996.09,2663839125.99,3734346683.88,null,40337473213.41,36103023780.60,7,50,50,690,D,C,2,2.12,2023,4,2023,3,08,31
2023-08-31,52525158,52525192,Department of Labor:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,51,51,700,S,C,2,2.13,2023,4,2023,3,08,31
2023-08-31,52525192,52525193,Unemployment Trust Fund,2229755872.76,2068511976.00,2885955754.49,3431684857.72,3212320530.04,3296950855.42,2737065030.13,3592764592.25,2537357880.40,3092983931.62,3276243049.85,null,32361594330.68,30556154273.80,7,52,52,710,D,P,3,2.13.1,2023,4,2023,3,08,31
2023-08-31,52525192,52525194,Other,-3735485434.33,2041743366.57,2914844550.44,38291537658.84,710753159.75,1984211349.60,1470354419.19,2039945053.73,1327844637.93,2844379099.96,3320198705.98,null,53210326567.66,20509565053.42,7,53,53,720,D,P,3,2.13.2,2023,4,2023,3,08,31
2023-08-31,52525158,52525195,Department of State,2651464215.32,2267834856.02,4010286831.54,1904168724.83,1670853497.19,1940078039.62,2118901424.92,3201738367.91,2791328253.85,2318566284.17,2332402697.54,null,27207623192.91,29024825338.29,7,54,54,730,D,C,2,2.14,2023,4,2023,3,08,31
2023-08-31,52525158,52525196,Department of Transportation:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,55,55,740,S,C,2,2.15,2023,4,2023,3,08,31
2023-08-31,52525196,52525197,Highway Trust Fund,4217537483.18,3865176733.13,3556401517.49,2522070033.30,2599560702.36,3155732270.60,2785890252.93,3959499649.59,4669740497.12,4786579700.65,5800616637.68,null,41918805478.03,38185870705.15,7,56,56,750,D,P,3,2.15.1,2023,4,2023,3,08,31
2023-08-31,52525196,52525198,Other,4532995667.08,5350812973.65,5438708407.80,3876431878.24,4553385363.82,4258219219.23,4356268501.69,7721784910.70,4892706488.44,4671586109.51,5276898320.98,null,54929797841.14,63884421578.66,7,57,57,760,D,P,3,2.15.2,2023,4,2023,3,08,31
2023-08-31,52525158,52525199,Department of the Treasury:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,58,58,770,S,C,2,2.16,2023,4,2023,3,08,31
2023-08-31,52525199,52525201,Interest on Treasury Debt Securities (Gross),47574370567.74,55018531839.28,107412423898.33,51078356675.57,45564787385.63,77578464805.65,76029437966.54,69649952377.51,122496967447.78,73296708131.74,82136207416.29,null,807836208512.06,677611837299.50,7,59,59,780,D,P,3,2.16.1,2023,4,2023,3,08,31
2023-08-31,52525199,52525202,Other,20046099007.43,13563698990.32,24661488147.12,9074055112.30,57853814427.57,31386495498.77,21298139072.64,20217419480.37,25448925924.76,15687135376.51,11083672619.36,null,250320943657.15,461692835516.10,7,60,60,790,D,P,3,2.16.2,2023,4,2023,3,08,31
2023-08-31,52525158,52525203,Department of Veterans Affairs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,61,61,793,S,C,2,2.17,2023,4,2023,3,08,31
2023-08-31,52525203,52525204,Compensation and Pensions,771086776.08,11148888029.99,22582829902.86,771434951.78,12267043075.30,24128022161.97,766784853.12,12639458946.02,26427112485.82,807535950.64,13014764925.59,null,125324962059.17,117113194088.73,7,62,62,795,D,P,3,2.17.1,2023,4,2023,3,08,31
2023-08-31,52525203,52525205,National Service Life,30105850.89,28871254.43,28305491.78,31051031.64,26308462.23,25682512.81,23560243.28,-3329768.33,31465170.37,10051232.85,24227896.28,null,256299378.23,395810975.21,7,63,63,796,D,P,3,2.17.2,2023,4,2023,3,08,31
2023-08-31,52525203,52525206,Other,10606559121.97,11328489980.66,12315812630.91,11070061547.20,11858378916.15,15766443401.82,11313884980.20,13092104653.03,10442689647.47,12012190380.22,12761534003.39,null,132568149263.02,120642869803.03,7,64,64,798,D,P,3,2.17.3,2023,4,2023,3,08,31
2023-08-31,52525158,52525207,Corps of Engineers,504724762.84,1109357373.82,1071777588.38,275272982.96,728579677.43,892414515.80,515720465.40,831683689.40,817952120.11,892305705.67,994618736.26,null,8634407618.07,7705629037.14,7,65,65,800,D,C,2,2.18,2023,4,2023,3,08,31
2023-08-31,52525158,52525208,Other Defense Civil Programs,-127029493.77,5575747853.14,11316863732.30,1519941815.43,6738799182.15,10813435410.18,-1889706008.31,5615728250.27,11583275907.07,573133960.86,5021976683.82,null,56742167293.14,45405130796.94,7,66,66,805,D,C,2,2.19,2023,4,2023,3,08,31
2023-08-31,52525158,52525209,Environmental Protection Agency,770037459.47,706023428.08,849000269.29,691125426.05,793654954.01,962481318.29,843238584.35,960883353.17,1222076214.96,966509501.87,2652578015.84,null,11417608525.38,8330284459.71,7,67,67,810,D,C,2,2.20,2023,4,2023,3,08,31
2023-08-31,52525158,52525210,Executive Office of the President,42035459.70,37408466.52,40143362.69,39240831.67,39982964.36,58000775.21,40554264.47,48830174.46,43814446.81,45172794.15,53673604.22,null,488857144.26,413203043.20,7,68,68,815,D,C,2,2.21,2023,4,2023,3,08,31
2023-08-31,52525158,52525211,General Services Administration,-283593934.85,128367953.93,64070582.50,-398625623.85,-61148540.68,365208049.69,-409055629.88,222766927.21,123623597.86,-347152942.17,302785099.26,null,-292754460.98,-1130920086.00,7,69,69,820,D,C,2,2.22,2023,4,2023,3,08,31
2023-08-31,52525158,52525212,International Assistance Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,70,70,825,S,C,2,2.23,2023,4,2023,3,08,31
2023-08-31,52525212,52525213,International Security Assistance,2038039892.34,5500520829.74,2057337316.59,413867009.60,6182013045.90,3200443941.59,484098465.33,2915506686.71,1890338355.70,390752946.49,2085767464.84,null,27158685954.83,22932842079.45,7,71,71,826,D,B,3,2.23.1,2023,4,2023,3,08,31
2023-08-31,52525212,52525214,Multilateral Assistance,321862182.46,260324644.51,1079448.71,2395166.52,15177494.20,419475131.57,1282963753.86,373895440.74,58106921.75,3373103.04,3705824.47,null,2742359111.83,3141360636.51,7,72,72,827,D,B,3,2.23.2,2023,4,2023,3,08,31
2023-08-31,52525212,52525215,Agency for International Development,1594919059.07,997581820.39,969785350.25,1886830430.65,866181564.24,1110011578.99,967274357.26,2403179915.21,1054097620.32,1669832190.82,738834483.87,null,14258528371.07,10129776472.84,7,73,73,828,D,B,3,2.23.3,2023,4,2023,3,08,31
2023-08-31,52525212,52525217,Other,-365837598.22,-1049819974.72,-2745490568.57,-2565848306.41,-931945045.13,-533124198.07,109842345.24,-337129522.39,-528346955.80,97579933.56,-1283937700.58,null,-10134057591.09,-3880871653.06,7,74,74,829,D,P,3,2.23.4,2023,4,2023,3,08,31
2023-08-31,52525158,52525218,National Aeronautics and Space Administration,1715341015.38,2108890710.13,3008119689.61,1641711805.90,1607305955.31,2367524063.56,1800085503.93,2083488800.25,2083669800.24,1754456318.48,2304086586.40,null,22474680249.19,20811940573.31,7,75,75,840,D,C,2,2.24,2023,4,2023,3,08,31
2023-08-31,52525158,52525219,National Science Foundation,691088958.73,652992320.53,625182479.61,594770215.08,679796662.64,691566191.54,628620980.45,660806834.84,843382530.09,829413364.56,1054670026.80,null,7952290564.87,7297706829.92,7,76,76,845,D,C,2,2.25,2023,4,2023,3,08,31
2023-08-31,52525158,52525220,Office of Personnel Management,10102715305.67,10110052819.04,9535897274.40,10876323581.47,9689441837.53,9867016974.69,10882782631.97,10476546624.96,10309749036.24,10434962436.98,10669536272.09,null,112955024795.04,104756811233.05,7,77,77,850,D,C,2,2.26,2023,4,2023,3,08,31
2023-08-31,52525158,52525221,Small Business Administration,289845971.94,157016897.41,107227909.94,208060560.02,157686697.05,221433566.17,23901594715.65,178305489.58,117616269.66,213662297.32,314173210.25,null,25866623584.99,22976936634.23,7,78,78,855,D,C,2,2.27,2023,4,2023,3,08,31
2023-08-31,52525158,52525222,Social Security Administration:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,79,79,860,S,C,2,2.28,2023,4,2023,3,08,31
2023-08-31,52525222,52525223,Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget),92399969901.69,92255323509.81,92179715869.28,100550683603.00,101095506823.20,101675207923.37,102092356918.73,102768854357.34,108257163621.71,102619017146.41,103062924770.24,null,1098956724444.78,981957776435.04,7,80,80,880,D,P,3,2.28.1,2023,4,2023,3,08,31
2023-08-31,52525222,52525224,Federal Disability Insurance Trust Fund (Off-Budget),12225221470.32,11901810703.69,12057442471.75,12971936856.91,12869969767.40,13010897671.20,12949872994.38,12795036547.29,12917607995.49,12963734010.86,12904847282.93,null,139568377772.22,133190181974.11,7,81,81,900,D,P,3,2.28.2,2023,4,2023,3,08,31
2023-08-31,52525222,52525225,Other,-4422278.28,4923147483.28,9851021279.81,286913840.76,5335131088.24,10290235424.16,259120186.18,5276576331.55,9861282591.11,288362344.81,5258442620.35,null,51625810911.97,53721808415.34,7,82,82,905,D,P,3,2.28.3,2023,4,2023,3,08,31
2023-08-31,52525158,52525226,Independent Agencies,null,null,null,null,null,null,null,null,null,null,null,null,null,-206119500.00,7,83,83,909,D,C,2,2.29,2023,4,2023,3,08,31
2023-08-31,52525227,52525231,Deposit Insurance Fund,-86027278.93,-437234257.44,-1960638712.91,-173670360.56,-137404298.00,27390071794.80,12033431716.47,11663703599.14,-3124412113.45,-48594046.69,-46041681.31,null,45073184361.12,-7156385990.90,7,84,85,913,D,P,4,2.29.1.1,2023,4,2023,3,08,31
2023-08-31,52525227,52525232,FSLIC Resolution Fund,-2397940.47,-2789209.18,-4142056.99,-3461264.94,-3169566.77,-3401399.72,-2898320.83,-4451274.57,-3897665.49,-4179128.48,-4263767.06,null,-39051594.50,-5470094.37,7,85,86,914,D,P,4,2.29.1.2,2023,4,2023,3,08,31
2023-08-31,52525226,52525234,Postal Service:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,86,88,918,S,A,3,2.29.2,2023,4,2023,3,08,31
2023-08-31,52525234,52525235,Off-Budget:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,87,89,920,S,P,4,2.29.2.1,2023,4,2023,3,08,31
2023-08-31,52525235,52525236,Public Enterprise Funds,1238972101.81,-20685108.33,-152753264.66,-764138305.87,1406069642.89,-899966842.27,-1511895008.19,3975253803.03,-66696053.29,494521.44,-144057090.50,null,3060598396.06,596807957.03,7,88,90,921,D,P,5,2.29.2.1.1,2023,4,2023,3,08,31
2023-08-31,52525235,52525237,Other,55271232.88,null,10049315.06,205679452.06,null,null,null,null,null,null,null,null,271000000.00,281539000.00,7,89,91,922,D,P,5,2.29.2.1.2,2023,4,2023,3,08,31
2023-08-31,52525234,52525238,Other,null,null,null,null,50253000.00,null,null,null,null,null,null,null,50253000.00,52570000.00,7,90,92,924,D,P,4,2.29.2.2,2023,4,2023,3,08,31
2023-08-31,52525226,52525239,Tennessee Valley Authority,-37817265.24,150932889.77,326455480.43,235375291.75,-269550872.70,-31110898.44,-135676188.60,128547373.81,130030453.11,-33126725.50,-188784219.88,null,275275318.51,179084936.09,7,91,93,930,D,A,3,2.29.3,2023,4,2023,3,08,31
2023-08-31,52525226,52525240,Other,5110081169.18,2940982743.96,3316918322.65,3381138786.25,2735843347.94,4203205652.76,3272968124.82,3880201466.75,-1810023381.95,3006235063.77,3655761985.09,null,33693313281.22,34032294508.12,7,92,94,940,D,A,3,2.29.4,2023,4,2023,3,08,31
2023-08-31,52525158,52525241,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,93,95,950,S,SL,2,2.30,2023,4,2023,3,08,31
2023-08-31,52525241,52525242,"Employer Share, Employee Retirement",-28831575650.55,-8151035083.60,-8252864099.53,-8297679153.82,-8386822031.66,-9514114916.63,-8495017742.92,-9138292068.03,-8777010214.68,-8744748301.09,-8808090712.22,null,-115397249974.73,-109862072739.13,7,94,96,970,D,UORG,3,2.30.1,2023,4,2023,3,08,31
2023-08-31,52525241,52525243,Interest Received by Trust Funds,-4135662866.79,-5971896045.75,-51421812220.09,-1970103308.20,-3337438122.84,-9544554609.26,-10144178492.92,-6830049064.58,-55359486081.89,-5615893580.08,-10535930299.20,null,-164867004691.60,-182728909366.09,7,95,97,980,D,UORG,3,2.30.2,2023,4,2023,3,08,31
2023-08-31,52525241,52525244,Rents and Royalties on the Outer Continental Shelf Lands,-714880909.27,-571462341.93,-260639326.10,-786484574.20,-843535312.78,-327855165.81,-437476528.55,-1103742193.61,-610972167.35,-484542638.21,-570253588.59,null,-6711844746.40,-11288112780.23,7,96,98,1000,D,UORG,3,2.30.3,2023,4,2023,3,08,31
2023-08-31,52525241,52525246,Other,-513311.22,-498514.56,-550387.10,-584743.27,-621884.67,-692899.29,-498488.50,-554375.37,-1213009.91,-820897.91,-770317.26,null,-7318829.06,-81088084539.04,7,97,99,1010,D,UORG,3,2.30.4,2023,4,2023,3,08,31
2023-08-31,52525158,52525247,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,98,100,1020,S,SL,2,2.31,2023,4,2023,3,08,31
2023-08-31,52525247,52525248,Total Outlays,406374243972.26,500645689634.98,539943108237.40,486072090101.51,524547752690.11,691316680884.15,462339570809.39,547835120008.78,646085314907.01,496942951497.45,193874633463.53,null,5495977156206.57,null,7,99,101,1030,T,SL,3,2.31.1,2023,4,2023,3,08,31
2023-08-31,52525248,52525249,(On-Budget),315869466657.34,399543008345.04,467639162353.05,388956907971.10,411259975954.28,579979551993.95,361603393405.13,430380332180.36,558489084341.68,396383035826.42,80414596003.24,null,4390518515031.59,null,7,100,102,1040,T,SL,4,2.31.1.1,2023,4,2023,3,08,31
2023-08-31,52525248,52525250,(Off-Budget),90504777314.92,101102681289.94,72303945884.35,97115182130.41,113287776735.83,111337128890.20,100736177404.26,117454787828.42,87596230565.33,100559915671.03,113460037460.29,null,1105458641174.98,null,7,101,103,1050,T,SL,4,2.31.1.2,2023,4,2023,3,08,31
2023-08-31,52525247,52525251,Total-Surplus (+) or Deficit (-),-87874164113.17,-248534880652.58,-85000736577.88,-38783772139.22,-262433843194.23,-378076316471.74,176180790349.12,-240348239658.37,-227768412538.05,-220782097353.60,89255572693.73,null,-1524166099655.99,null,7,102,104,1060,T,SL,3,2.31.2,2023,4,2023,3,08,31
2023-08-31,52525251,52525252,(On-Budget),-73242386798.25,-229070199362.64,-109503994648.42,-49927590008.81,-243040066458.40,-369972580465.35,156774967753.38,-217501451829.95,-284820123953.24,-208111181682.57,112879610154.02,null,-1515534997300.23,null,7,103,105,1070,T,SL,4,2.31.2.1,2023,4,2023,3,08,31
2023-08-31,52525251,52525253,(Off-Budget),-14631777314.92,-19464681289.94,24503258070.54,11143817869.59,-19393776735.83,-8103736006.39,19405822595.74,-22846787828.42,57051711415.19,-12670915671.03,-23624037460.29,null,-8631102355.76,null,7,104,106,1080,T,SL,4,2.31.2.2,2023,4,2023,3,08,31
2023-08-31,52525247,52525254,Total Borrowing from the Public,43243670869.38,194995959285.43,-36185026438.15,67209384196.30,21385792016.22,81031258790.53,-87786761537.74,19084631611.61,823324536210.47,244162805037.80,328271110443.02,0.00,1698737360484.87,1947504790238.34,7,105,107,1086,T,SL,3,2.31.3,2023,4,2023,3,08,31
2023-08-31,52525247,52525255,Total-Outlays Prior Year,448982710150.65,472543054095.56,508026138798.77,346374868966.76,506447018605.53,507799156854.21,555428621255.97,455210973269.82,549598223836.55,480382717086.76,523317744208.34,null,null,5354111227128.92,7,106,108,1090,T,SLI,3,2.31.4,2023,4,2023,3,08,31
2023-08-31,52525255,52525256,(On-Budget),365311910948.29,379420269662.95,447073587808.75,259080332232.89,406256703653.88,407601645795.21,465346097979.21,353894482913.59,475908098665.61,391023874475.75,422041779676.16,null,null,4372958783812.29,7,107,109,1100,T,SLI,4,2.31.4.1,2023,4,2023,3,08,31
2023-08-31,52525255,52525257,(Off-Budget),83670799202.36,93122784432.61,60952550990.02,87294536733.87,100190314951.65,100197511059.00,90082523276.76,101316490356.23,73690125170.94,89358842611.01,101275964532.18,null,null,981152443316.63,7,108,110,1110,T,SLI,4,2.31.4.2,2023,4,2023,3,08,31
2023-08-31,52525247,52525258,Total-Surplus (+) or Deficit (-) Prior Year,-165055366933.25,-191335044284.96,-21303129425.23,118698858241.66,-216589752056.05,-192633669610.52,308215060526.79,-66222513681.58,-88841513216.92,-211051760050.26,-219596240949.64,null,null,-945715071439.96,7,109,111,1130,T,SLI,3,2.31.5,2023,4,2023,3,08,31
2023-08-31,52525258,52525259,(On-Budget),-152676567730.89,-175267259852.35,-46479849280.18,106321394975.53,-197471437104.40,-182051096612.01,288475583803.55,-50188023325.35,-121464453748.17,-201706917439.25,-204498276417.46,null,null,-937006902730.98,7,110,112,1140,T,SLI,4,2.31.5.1,2023,4,2023,3,08,31
2023-08-31,52525258,52525260,(Off-Budget),-12378799202.36,-16067784432.61,25176719854.95,12377463266.13,-19118314951.65,-10582572998.51,19739476723.24,-16034490356.23,32622940531.25,-9344842611.01,-15097964532.18,null,null,-8708168708.98,7,111,113,1150,T,SLI,4,2.31.5.2,2023,4,2023,3,08,31
2023-07-31,null,52229710,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2023,4,2023,3,07,31
2023-07-31,52229710,52229711,Individual Income Taxes,175349242554.17,113700784773.51,215538505311.62,262289948283.47,111985835689.65,150519707440.03,380938233742.69,134183886799.94,149037100920.64,131656013767.79,null,null,1825199259283.51,2263483420009.17,7,2,2,20,D,RSG,2,1.1,2023,4,2023,3,07,31
2023-07-31,52229710,52229712,Corporation Income Taxes,14629957118.97,2942855079.61,87817882996.26,20827935935.86,2288002805.93,11487153925.76,80580531694.05,13789862511.45,71528192719.05,14252304707.68,null,null,320144679494.62,314288077507.75,7,3,3,30,D,RSG,2,1.2,2023,4,2023,3,07,31
2023-07-31,52229710,52229713,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,4,4,50,S,RSG,2,1.3,2023,4,2023,3,07,31
2023-07-31,52229713,52229714,Employment and General Retirement,103735430780.98,111794964291.29,131685032489.73,141683559043.57,119678037968.92,131292486155.08,156568592679.52,122082016661.81,179016210455.86,114294514480.36,null,null,1311830845007.12,1171364854877.64,7,5,5,70,D,RSG,3,1.3.1,2023,4,2023,3,07,31
2023-07-31,52229713,52229715,Unemployment Insurance,3741007300.52,3006815366.80,529695490.72,5967623128.74,2590996088.89,578909637.07,6148453501.88,17505595751.89,967793133.43,4101256826.33,null,null,45138146226.27,57224451061.38,7,6,6,80,D,RSG,3,1.3.2,2023,4,2023,3,07,31
