Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-04-30,51585931,51585946,Adjustments Attributable to Prior Years-FICA,null,null,null,2514541928.21,null,2514541928.21,862973169.86,null,862973169.86,4,24,24,228,D,SRS,4,3.1.3.3,2023,3,2023,2,04,30
2023-04-30,51585931,51585950,Adjustments Attributable to Prior Years-SECA,null,null,null,-373047391.78,null,-373047391.78,61112482.87,null,61112482.87,4,25,25,14362,D,SRS,4,3.1.3.4,2023,3,2023,2,04,30
2023-04-30,51585931,51585953,Total -- Federal Hospital Insurance Trust Fund,35890000000.00,null,35890000000.00,212163494536.43,null,212163494536.43,193289085652.73,null,193289085652.73,4,26,26,229,T,RSG,4,3.1.3.5,2023,3,2023,2,04,30
2023-04-30,51585898,51585958,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2023,3,2023,2,04,30
2023-04-30,51585958,51585960,Rail Pension and Supplemental Annuity,309120373.93,15280760.67,293839613.26,2219970646.01,9808704.50,2210161941.51,1918109892.70,9538.39,1918100354.31,4,28,28,235,D,RSG,4,3.1.4.1,2023,3,2023,2,04,30
2023-04-30,51585958,51585964,Social Security Equivalent Account,255919092.77,13166026.51,242753066.26,2221956551.23,4106458.78,2217850092.45,1768072600.10,7611.07,1768064989.03,4,29,29,240,D,RSG,4,3.1.4.2,2023,3,2023,2,04,30
2023-04-30,51585898,51585967,Total -- Employment and General Retirement,156597039466.70,28446787.18,156568592679.52,896452018572.37,13915163.28,896438103409.09,811632477050.99,17149.46,811632459901.53,4,30,30,241,T,RSG,3,3.1.5,2023,3,2023,2,04,30
2023-04-30,51585897,51585970,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2023,3,2023,2,04,30
2023-04-30,51585970,51585975,Deposits by States,5158163474.13,null,5158163474.13,18495143985.09,null,18495143985.09,28947544258.98,null,28947544258.98,4,32,32,251,D,RSG,3,3.2.1,2023,3,2023,2,04,30
2023-04-30,51585970,51585976,Federal Unemployment Taxes,949517142.54,21388829.32,928128313.22,3885404067.75,69081846.64,3816322221.11,3116533838.70,55455617.10,3061078221.60,4,33,33,254,D,RSG,3,3.2.2,2023,3,2023,2,04,30
2023-04-30,51585970,51585979,Railroad Unemployment Taxes,62161714.53,null,62161714.53,252034308.42,null,252034308.42,157749753.35,null,157749753.35,4,34,34,255,D,RSG,3,3.2.3,2023,3,2023,2,04,30
2023-04-30,51585970,51585984,Total -- Unemployment Insurance,6169842331.20,21388829.32,6148453501.88,22632582361.26,69081846.64,22563500514.62,32221827851.03,55455617.10,32166372233.93,4,35,35,269,T,RSG,3,3.2.4,2023,3,2023,2,04,30
2023-04-30,51585897,51585987,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2023,3,2023,2,04,30
2023-04-30,51585987,51585988,Federal Employees' Retirement--Employee Share,525894388.29,null,525894388.29,3858093491.55,null,3858093491.55,3607422838.27,null,3607422838.27,4,37,37,279,D,RSG,3,3.3.1,2023,3,2023,2,04,30
2023-04-30,51585987,51585990,Non-Federal Employees Retirement,1578913.39,null,1578913.39,12440587.59,null,12440587.59,14200309.40,null,14200309.40,4,38,38,284,D,RSG,3,3.3.2,2023,3,2023,2,04,30
2023-04-30,51585987,51585992,Total -- Other Retirement,527473301.68,null,527473301.68,3870534079.14,null,3870534079.14,3621623147.67,null,3621623147.67,4,39,39,285,T,RSG,3,3.3.3,2023,3,2023,2,04,30
2023-04-30,51585897,51585995,Total -- Social Insurance and Retirement Receipts,163294355099.58,49835616.50,163244519483.08,922955135012.77,82997009.92,922872138002.85,847475928049.69,55472766.56,847420455283.13,4,40,40,286,T,RSG,2,3.4,2023,3,2023,2,04,30
2023-04-30,null,51586015,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2023,3,2023,2,04,30
2023-04-30,51586015,51586017,Miscellaneous Excise Taxes,2668524098.11,4637490506.74,-1968966408.63,18161114779.12,8076863735.03,10084251044.09,17887985072.52,3390995286.68,14496989785.84,4,42,42,305,D,RSG,2,4.1,2023,3,2023,2,04,30
2023-04-30,51586015,51586020,Airport and Airway Trust Fund,1540744000.00,null,1540744000.00,12534942357.80,10505216.65,12524437141.15,5383854607.52,null,5383854607.52,4,43,43,308,D,RSG,2,4.2,2023,3,2023,2,04,30
2023-04-30,51586015,51586023,Highway Trust Fund,3772479218.62,38111000.00,3734368218.62,20894644954.15,205338000.00,20689306954.15,25547164367.18,203946000.00,25343218367.18,4,44,44,310,D,RSG,2,4.3,2023,3,2023,2,04,30
2023-04-30,51586015,51586026,Black Lung Disability Trust Fund,30690000.00,null,30690000.00,153597662.00,null,153597662.00,114068531.00,null,114068531.00,4,45,45,313,D,RSG,2,4.4,2023,3,2023,2,04,30
2023-04-30,51586015,51586029,Total -- Excise Taxes,8012437316.73,4675601506.74,3336835809.99,51744299753.07,8292706951.68,43451592801.39,48933072578.22,3594941286.68,45338131291.54,4,46,46,314,T,RSG,2,4.5,2023,3,2023,2,04,30
2023-04-30,null,51586032,Estate and Gift Taxes,2072396381.62,112593130.61,1959803251.01,24205257576.22,1172570915.81,23032686660.41,18895076651.45,435553779.84,18459522871.61,4,47,47,350,D,RSG,1,5,2023,3,2023,2,04,30
2023-04-30,null,51586035,Customs Duties,6693745128.74,344052062.08,6349693066.66,51523508638.91,3948350390.65,47575158248.26,61063905456.61,3342258643.42,57721646813.19,4,48,48,405,D,RSG,1,6,2023,3,2023,2,04,30
2023-04-30,null,51586037,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2023,3,2023,2,04,30
2023-04-30,51586037,51586040,"Deposit of Earnings, Federal Reserve System",29134707.12,null,29134707.12,555628809.30,null,555628809.30,70975729685.26,null,70975729685.26,4,50,50,805,D,RSG,2,7.1,2023,3,2023,2,04,30
2023-04-30,51586037,51586043,Universal Service Fund,701240949.90,null,701240949.90,4655065680.03,null,4655065680.03,4792656162.54,null,4792656162.54,4,51,51,807,D,RSG,2,7.2,2023,3,2023,2,04,30
2023-04-30,51586037,51586046,All Other,1382804973.36,2436519.35,1380368454.01,13687288443.54,9922467.26,13677365976.28,7331969904.37,6672431.38,7325297472.99,4,52,52,810,D,RSG,2,7.3,2023,3,2023,2,04,30
2023-04-30,51586037,51586050,Total -- Miscellaneous Receipts,2113180630.38,2436519.35,2110744111.03,18897982932.87,9922467.26,18888060465.61,83100355752.17,6672431.38,83093683320.79,4,53,53,820,T,RSG,2,7.4,2023,3,2023,2,04,30
2023-04-30,null,51586056,Total -- Receipts,721255005863.83,82734644705.32,638520361158.51,2989239167996.46,302522954466.36,2686716213530.10,3199412134799.13,213813609613.24,2985598525185.89,4,54,54,830,T,SL,1,8,2023,3,2023,2,04,30
2023-04-30,51586056,51586070,Total -- On-Budget,601113005863.83,82734644705.32,518378361158.51,2309392571157.76,302522954466.36,2006869616691.40,2584754925893.67,213813609613.24,2370941316280.43,4,55,55,840,T,SL,2,8.1,2023,3,2023,2,04,30
2023-04-30,51586056,51586075,Total -- Off-Budget,120142000000.00,null,120142000000.00,679846596838.70,null,679846596838.70,614657208905.46,null,614657208905.46,4,56,56,850,T,SL,2,8.2,2023,3,2023,2,04,30
2023-03-31,null,51437539,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2023,2,2023,1,03,31
2023-03-31,51437539,51437542,Withheld,193055344255.38,null,null,955355179016.62,null,null,983983136147.57,null,null,4,2,2,102,D,SRS,2,1.1,2023,2,2023,1,03,31
2023-03-31,51437539,51437545,Presidential Election Campaign Fund,4703067.00,null,null,10220152.00,null,null,10051428.00,null,null,4,3,3,105,D,SRS,2,1.2,2023,2,2023,1,03,31
2023-03-31,51437539,51437548,Other,30248489700.70,null,null,266441525816.79,null,null,261550498936.14,null,null,4,4,4,110,D,SRS,2,1.3,2023,2,2023,1,03,31
2023-03-31,51437539,51437551,Total -- Individual Income Taxes,223308537023.08,72788829583.05,150519707440.03,1221806924985.41,192422900932.96,1029384024052.45,1245543686511.71,121058420975.83,1124485265535.88,4,5,5,120,T,RSG,2,1.4,2023,2,2023,1,03,31
2023-03-31,null,51437556,Corporation Income Taxes,14512272333.36,3025118407.60,11487153925.76,159037167790.43,19043379928.04,139993787862.39,151283562235.71,24024217434.17,127259344801.54,4,6,6,130,D,RSG,1,2,2023,2,2023,1,03,31
2023-03-31,null,51437578,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2023,2,2023,1,03,31
2023-03-31,51437578,51437583,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2023,2,2023,1,03,31
2023-03-31,51437583,51437584,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2023,2,2023,1,03,31
2023-03-31,51437584,51437586,Federal Insurance Contributions Act Taxes,87181000000.00,null,87181000000.00,459395000000.00,null,459395000000.00,417841000000.00,null,417841000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2023,2,2023,1,03,31
2023-03-31,51437584,51437589,Self-Employment Contributions Act Taxes,1042000000.00,null,1042000000.00,10783000000.00,null,10783000000.00,10636000000.00,null,10636000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2023,2,2023,1,03,31
2023-03-31,51437584,51437595,Adjustments Attributable to Prior Years-FICA,25630532.34,null,25630532.34,10213718214.84,null,10213718214.84,2565293714.68,null,2565293714.68,4,12,12,209,D,SRS,4,3.1.1.3,2023,2,2023,1,03,31
2023-03-31,51437584,51437599,Adjustments Attrbutable to Prior Years-SECA,-491633.07,null,-491633.07,-1948331111.33,null,-1948331111.33,492211123.40,null,492211123.40,4,13,13,14360,D,SRS,4,3.1.1.4,2023,2,2023,1,03,31
2023-03-31,51437584,51437603,Total -- Federal Old-Age and Survivors Insurance Trust Fund,88248138899.27,null,88248138899.27,478443387103.51,null,478443387103.51,431534504838.08,null,431534504838.08,4,14,14,210,T,RSG,4,3.1.1.5,2023,2,2023,1,03,31
2023-03-31,51437583,51437605,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2023,2,2023,1,03,31
2023-03-31,51437605,51437607,Federal Insurance Contributions Act Taxes,14804000000.00,null,14804000000.00,78011000000.00,null,78011000000.00,70955000000.00,null,70955000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2023,2,2023,1,03,31
2023-03-31,51437605,51437609,Self-Employment Contributions Act Taxes,177000000.00,null,177000000.00,1831000000.00,null,1831000000.00,1807000000.00,null,1807000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2023,2,2023,1,03,31
2023-03-31,51437605,51437612,Adjustments Attributable to Prior Years-FICA,4338324.44,null,4338324.44,1731048128.17,null,1731048128.17,428912063.11,null,428912063.11,4,18,18,219,D,SRS,4,3.1.2.3,2023,2,2023,1,03,31
2023-03-31,51437605,51437614,Adjustments Attributable to Prior Years-SECA,-84339.90,null,-84339.90,-311838392.98,null,-311838392.98,109792004.27,null,109792004.27,4,19,19,14361,D,SRS,4,3.1.2.4,2023,2,2023,1,03,31
2023-03-31,51437605,51437616,Total -- Federal Disability Insurance Trust Fund,14985253984.54,null,14985253984.54,81261209735.19,null,81261209735.19,73300704067.38,null,73300704067.38,4,20,20,220,T,RSG,4,3.1.2.5,2023,2,2023,1,03,31
2023-03-31,51437583,51437618,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2023,2,2023,1,03,31
2023-03-31,51437618,51437619,Federal Insurance Contributions Act Taxes,26842000000.00,null,26842000000.00,169088000000.00,null,169088000000.00,153731000000.00,null,153731000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2023,2,2023,1,03,31
2023-03-31,51437618,51437623,Self-Employment Contributions Act Taxes,657000000.00,null,657000000.00,5044000000.00,null,5044000000.00,5014000000.00,null,5014000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2023,2,2023,1,03,31
2023-03-31,51437618,51437636,Adjustments Attributable to Prior Years-FICA,4139480.74,null,4139480.74,2514541928.21,null,2514541928.21,862973169.86,null,862973169.86,4,24,24,228,D,SRS,4,3.1.3.3,2023,2,2023,1,03,31
2023-03-31,51437618,51437641,Adjustments Attributable to Prior Years-SECA,761400.01,null,761400.01,-373047391.78,null,-373047391.78,61112482.87,null,61112482.87,4,25,25,14362,D,SRS,4,3.1.3.4,2023,2,2023,1,03,31
2023-03-31,51437618,51437660,Total -- Federal Hospital Insurance Trust Fund,27503900880.75,null,27503900880.75,176273494536.43,null,176273494536.43,159669085652.73,null,159669085652.73,4,26,26,229,T,RSG,4,3.1.3.5,2023,2,2023,1,03,31
2023-03-31,51437583,51437663,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2023,2,2023,1,03,31
2023-03-31,51437663,51437667,Rail Pension and Supplemental Annuity,301461226.51,2391890.04,299069336.47,1910850272.08,-5472056.17,1916322328.25,1665812706.45,5781.60,1665806924.85,4,28,28,235,D,RSG,4,3.1.4.1,2023,2,2023,1,03,31
2023-03-31,51437663,51437672,Social Security Equivalent Account,258177882.80,2054828.75,256123054.05,1966037458.46,-9059567.73,1975097026.19,1524902172.82,4379.53,1524897793.29,4,29,29,240,D,RSG,4,3.1.4.2,2023,2,2023,1,03,31
2023-03-31,51437583,51437676,Total -- Employment and General Retirement,131296932873.87,4446718.79,131292486155.08,739854979105.67,-14531623.90,739869510729.57,667695009437.46,10161.13,667694999276.33,4,30,30,241,T,RSG,3,3.1.5,2023,2,2023,1,03,31
2023-03-31,51437578,51437679,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2023,2,2023,1,03,31
2023-03-31,51437679,51437685,Deposits by States,516238799.31,null,516238799.31,13336980510.96,null,13336980510.96,24721723917.74,null,24721723917.74,4,32,32,251,D,RSG,3,3.2.1,2023,2,2023,1,03,31
2023-03-31,51437679,51437689,Federal Unemployment Taxes,76623866.54,14083491.39,62540375.15,2935886925.21,47693017.32,2888193907.89,2274592779.96,31759660.98,2242833118.98,4,33,33,254,D,RSG,3,3.2.2,2023,2,2023,1,03,31
2023-03-31,51437679,51437694,Railroad Unemployment Taxes,130462.61,null,130462.61,189872593.89,null,189872593.89,92887700.94,null,92887700.94,4,34,34,255,D,RSG,3,3.2.3,2023,2,2023,1,03,31
2023-03-31,51437679,51437701,Total -- Unemployment Insurance,592993128.46,14083491.39,578909637.07,16462740030.06,47693017.32,16415047012.74,27089204398.64,31759660.98,27057444737.66,4,35,35,269,T,RSG,3,3.2.4,2023,2,2023,1,03,31
2023-03-31,51437578,51437707,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2023,2,2023,1,03,31
2023-03-31,51437707,51437710,Federal Employees' Retirement--Employee Share,679193500.19,null,679193500.19,3332199103.26,null,3332199103.26,3014880474.93,null,3014880474.93,4,37,37,279,D,RSG,3,3.3.1,2023,2,2023,1,03,31
2023-03-31,51437707,51437716,Non-Federal Employees Retirement,1942964.38,null,1942964.38,10861674.20,null,10861674.20,12102217.85,null,12102217.85,4,38,38,284,D,RSG,3,3.3.2,2023,2,2023,1,03,31
2023-03-31,51437707,51437718,Total -- Other Retirement,681136464.57,null,681136464.57,3343060777.46,null,3343060777.46,3026982692.78,null,3026982692.78,4,39,39,285,T,RSG,3,3.3.3,2023,2,2023,1,03,31
2023-03-31,51437578,51437722,Total -- Social Insurance and Retirement Receipts,132571062466.90,18530210.18,132552532256.72,759660779913.19,33161393.42,759627618519.77,697811196528.88,31769822.11,697779426706.77,4,40,40,286,T,RSG,2,3.4,2023,2,2023,1,03,31
2023-03-31,null,51437728,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2023,2,2023,1,03,31
2023-03-31,51437728,51437731,Miscellaneous Excise Taxes,3308922370.73,306372100.18,3002550270.55,15492590681.01,3439373228.29,12053217452.72,15242442146.76,2229195307.94,13013246838.82,4,42,42,305,D,RSG,2,4.1,2023,2,2023,1,03,31
2023-03-31,51437728,51437735,Airport and Airway Trust Fund,1375107000.00,null,1375107000.00,10994198357.80,10505216.65,10983693141.15,4806271607.52,null,4806271607.52,4,43,43,308,D,RSG,2,4.2,2023,2,2023,1,03,31
2023-03-31,51437728,51437739,Highway Trust Fund,3367367429.02,31284000.00,3336083429.02,17122165735.53,167227000.00,16954938735.53,20955746206.16,166156000.00,20789590206.16,4,44,44,310,D,RSG,2,4.3,2023,2,2023,1,03,31
2023-03-31,51437728,51437742,Black Lung Disability Trust Fund,27390000.00,null,27390000.00,122907662.00,null,122907662.00,102996531.00,null,102996531.00,4,45,45,313,D,RSG,2,4.4,2023,2,2023,1,03,31
2023-03-31,51437728,51437747,Total -- Excise Taxes,8078786799.75,337656100.18,7741130699.57,43731862436.34,3617105444.94,40114756991.40,41107456491.44,2395351307.94,38712105183.50,4,46,46,314,T,RSG,2,4.5,2023,2,2023,1,03,31
2023-03-31,null,51437751,Estate and Gift Taxes,2534300779.20,240355090.14,2293945689.06,22132861194.60,1059977785.20,21072883409.40,14620294742.84,345255533.91,14275039208.93,4,47,47,350,D,RSG,1,5,2023,2,2023,1,03,31
2023-03-31,null,51437755,Customs Duties,6676933678.26,525327115.19,6151606563.07,44829763510.17,3604298328.57,41225465181.60,51493421103.07,2934164257.84,48559256845.23,4,48,48,405,D,RSG,1,6,2023,2,2023,1,03,31
2023-03-31,null,51437759,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2023,2,2023,1,03,31
2023-03-31,51437759,51437762,"Deposit of Earnings, Federal Reserve System",18724140.89,null,18724140.89,526494102.18,null,526494102.18,60681444284.41,null,60681444284.41,4,50,50,805,D,RSG,2,7.1,2023,2,2023,1,03,31
2023-03-31,51437759,51437766,Universal Service Fund,712494288.01,null,712494288.01,3953824730.13,null,3953824730.13,4173022434.31,null,4173022434.31,4,51,51,807,D,RSG,2,7.2,2023,2,2023,1,03,31
2023-03-31,51437759,51437769,All Other,1766535953.60,3466544.30,1763069409.30,12304483470.18,7485947.91,12296997522.27,6036082757.69,6144355.13,6029938402.56,4,52,52,810,D,RSG,2,7.3,2023,2,2023,1,03,31
2023-03-31,51437759,51437774,Total -- Miscellaneous Receipts,2497754382.50,3466544.30,2494287838.20,16784802302.49,7485947.91,16777316354.58,70890549476.41,6144355.13,70884405121.28,4,53,53,820,T,RSG,2,7.4,2023,2,2023,1,03,31
2023-03-31,null,51437777,Total -- Receipts,390179647463.05,76939283050.64,313240364412.41,2267984162132.63,219788309761.04,2048195852371.59,2272750167090.06,150795323686.93,2121954843403.13,4,54,54,830,T,SL,1,8,2023,2,2023,1,03,31
2023-03-31,51437777,51437803,Total -- On-Budget,286946254579.24,76939283050.64,210006971528.60,1708279565293.93,219788309761.04,1488491255532.89,1767914958184.60,150795323686.93,1617119634497.67,4,55,55,840,T,SL,2,8.1,2023,2,2023,1,03,31
2023-03-31,51437777,51437811,Total -- Off-Budget,103233392883.81,null,103233392883.81,559704596838.70,null,559704596838.70,504835208905.46,null,504835208905.46,4,56,56,850,T,SL,2,8.2,2023,2,2023,1,03,31
2023-02-28,null,51224039,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2023,2,2023,1,02,28
2023-02-28,51224039,51224043,Withheld,146304422016.43,null,null,762299834761.24,null,null,794874729566.94,null,null,4,2,2,102,D,SRS,2,1.1,2023,2,2023,1,02,28
2023-02-28,51224039,51224046,Presidential Election Campaign Fund,2706054.00,null,null,5517085.00,null,null,4700463.00,null,null,4,3,3,105,D,SRS,2,1.2,2023,2,2023,1,02,28
2023-02-28,51224039,51224050,Other,17683879005.07,null,null,236193036116.09,null,null,229665911904.13,null,null,4,4,4,110,D,SRS,2,1.3,2023,2,2023,1,02,28
2023-02-28,51224039,51224052,Total -- Individual Income Taxes,163991007075.50,52005171385.85,111985835689.65,998498387962.33,119634071349.91,878864316612.42,1024545341934.07,50632683375.55,973912658558.52,4,5,5,120,T,RSG,2,1.4,2023,2,2023,1,02,28
2023-02-28,null,51224056,Corporation Income Taxes,6990323013.32,4702320207.39,2288002805.93,144524895457.07,16018261520.44,128506633936.63,135949580702.06,18877800601.75,117071780100.31,4,6,6,130,D,RSG,1,2,2023,2,2023,1,02,28
2023-02-28,null,51224058,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2023,2,2023,1,02,28
2023-02-28,51224058,51224062,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2023,2,2023,1,02,28
2023-02-28,51224062,51224064,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2023,2,2023,1,02,28
2023-02-28,51224064,51224068,Federal Insurance Contributions Act Taxes,79798000000.00,null,79798000000.00,372214000000.00,null,372214000000.00,342597000000.00,null,342597000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2023,2,2023,1,02,28
